title,date,datetime,subject,tokens,score
Green lighting transformation: LED upgrades and environmental gains,9 days ago,2023-10-13 20:24:10.862945,energy-resources,"['green', 'lighting', 'transformation', 'led', 'upgrades', 'environmental', 'gains']",0.34
Honda and Mitsubishi to explore new businesses in EV age,9 days ago,2023-10-13 20:24:10.861954,energy-resources,"['honda', 'mitsubishi', 'explore', 'new', 'businesses', 'ev', 'age']",0.0
"EOG Resources Moves Up In Analyst Rankings, Passing DTE Energy",9 days ago,2023-10-13 20:24:10.858963,energy-resources,"['eog', 'resources', 'moves', 'analyst', 'rankings', 'passing', 'dte', 'energy']",0.2732
Green Worcester ElectriCITY Municipal Aggregation Program Prices ...,9 days ago,2023-10-13 20:24:10.858963,energy-resources,"['green', 'worcester', 'electricity', 'municipal', 'aggregation', 'program', 'prices']",0.0
"Sens. Cruz, Manchin Lead Senators in Urging NOAA to Withdraw ...",9 days ago,2023-10-13 20:24:10.857965,energy-resources,"['sens', 'cruz', 'manchin', 'lead', 'senators', 'urging', 'noaa', 'withdraw']",0.0
Rhode Island Energy issues new opportunity to bring more offshore ...,9 days ago,2023-10-13 20:24:10.856955,energy-resources,"['rhode', 'island', 'energy', 'issues', 'new', 'opportunity', 'bring', 'offshore']",0.5994
Middle East and North Africa (MENA) – Clean Air Task Force,9 days ago,2023-10-13 20:24:10.856955,energy-resources,"['middle', 'east', 'north', 'africa', 'mena', 'clean', 'air', 'task', 'force']",0.4019
NextEra Energy board declares quarterly dividend,9 days ago,2023-10-13 20:24:10.854951,energy-resources,"['nextera', 'energy', 'board', 'declares', 'quarterly', 'dividend']",0.2732
Multistate wind-power line project green-lit by Missouri regulators,9 days ago,2023-10-13 20:24:10.854951,energy-resources,"['multistate', 'windpower', 'line', 'project', 'greenlit', 'missouri', 'regulators']",0.0
Gov vetoed funding for geothermal energy initiative in 2023. Officials ...,9 days ago,2023-10-13 20:24:10.853956,energy-resources,"['gov', 'vetoed', 'funding', 'geothermal', 'energy', 'initiative', 'officials']",0.2732
"U.S. oil production hits all-time high, conflicting with efforts to curb climate change",9 days ago,2023-10-13 20:24:10.852953,energy-resources,"['us', 'oil', 'production', 'hits', 'alltime', 'high', 'conflicting', 'efforts', 'curb', 'climate', 'change']",-0.4019
Resource-rich African countries target emissions reductions in ...,9 days ago,2023-10-13 20:24:10.852953,energy-resources,"['resourcerich', 'african', 'countries', 'target', 'emissions', 'reductions']",0.0
Exxon works hard to keep America addicted to fossil fuels,9 days ago,2023-10-13 20:24:10.852953,energy-resources,"['exxon', 'works', 'hard', 'keep', 'america', 'addicted', 'fossil', 'fuels']",-0.1027
US Seeks to ‘Diversify’ China-Dominated Africa Minerals Supply Chain,9 days ago,2023-10-13 20:24:10.852953,energy-resources,"['us', 'seeks', 'diversify', 'chinadominated', 'africa', 'minerals', 'supply', 'chain']",0.0
Assistant Secretary Pyatt's Travel to Palo Alto for the U.S-Japan ...,9 days ago,2023-10-13 20:24:10.851954,energy-resources,"['assistant', 'secretary', 'pyatts', 'travel', 'palo', 'alto', 'usjapan']",0.0
Biden-Harris Administration Announces $7 Billion For America's ...,9 days ago,2023-10-13 20:24:10.849954,energy-resources,"['bidenharris', 'administration', 'announces', 'billion', 'americas']",0.0
Biden-Harris Administration Announces Regional Clean Hydrogen ...,9 days ago,2023-10-13 20:24:10.848954,energy-resources,"['bidenharris', 'administration', 'announces', 'regional', 'clean', 'hydrogen']",0.4019
"New York Labor, Business, and Environmental Organizations ...",10 days ago,2023-10-12 20:24:10.851954,energy-resources,"['new', 'york', 'labor', 'business', 'environmental', 'organizations']",0.0
Five things to watch for in the Canadian business world in the ...,9 hours ago,2023-10-22 11:24:18.492098,financial-markets,"['five', 'things', 'watch', 'canadian', 'business', 'world']",0.0
Nasdaq Inc. A Hidden Financial Markets Gem,17 hours ago,2023-10-22 03:24:18.500194,financial-markets,"['nasdaq', 'inc', 'hidden', 'financial', 'markets', 'gem']",0.0
Bitcoin's bid to upend capital markets,2 days ago,2023-10-20 20:24:18.501204,financial-markets,"['bitcoins', 'bid', 'upend', 'capital', 'markets']",0.0
Stock market today: Asian shares slip further as higher US 10-year ...,2 days ago,2023-10-20 20:24:18.500194,financial-markets,"['stock', 'market', 'today', 'asian', 'shares', 'slip', 'higher', 'us', 'year']",0.296
Earnings Call: Nordea Bank Q3 2023 Results Show Strong ...,2 days ago,2023-10-20 20:24:18.499196,financial-markets,"['earnings', 'call', 'nordea', 'bank', 'q', 'results', 'show', 'strong']",0.5106
Christopher Uhl Joins Forces with OVTLYR for the Launch of the World's First AI Stock Trading Assistant that Evolves with Market Conditions,2 days ago,2023-10-20 20:24:18.497193,financial-markets,"['christopher', 'uhl', 'joins', 'forces', 'ovtlyr', 'launch', 'worlds', 'first', 'ai', 'stock', 'trading', 'assistant', 'evolves', 'market', 'conditions']",0.0
The Changing Dynamics of CRE Capital Markets,2 days ago,2023-10-20 20:24:18.495192,financial-markets,"['changing', 'dynamics', 'cre', 'capital', 'markets']",0.2732
Alpha Financial Markets Consulting PLC 20.2% potential upside ...,2 days ago,2023-10-20 20:24:18.494192,financial-markets,"['alpha', 'financial', 'markets', 'consulting', 'plc', 'potential', 'upside']",0.0
Europe risks being left behind on T+1,2 days ago,2023-10-20 20:24:18.493189,financial-markets,"['europe', 'risks', 'left', 'behind']",-0.2732
Federal Reserve warns of growing geopolitical risks to global ...,2 days ago,2023-10-20 20:24:18.491190,financial-markets,"['federal', 'reserve', 'warns', 'growing', 'geopolitical', 'risks', 'global']",-0.2023
Finfluencers have played a pivotal role in democratising financial ...,2 days ago,2023-10-20 20:24:18.488192,financial-markets,"['finfluencers', 'played', 'pivotal', 'role', 'democratising', 'financial']",0.34
US steps up crackdown on illicit activity in crypto markets,2 days ago,2023-10-20 20:24:18.487195,financial-markets,"['us', 'steps', 'crackdown', 'illicit', 'activity', 'crypto', 'markets']",0.0
Take Five: Another curve ball for markets,2 days ago,2023-10-20 20:24:18.485197,financial-markets,"['take', 'five', 'another', 'curve', 'ball', 'markets']",0.0
"UPDATE 4-Powell: Strong economy may need more restraint, but bond markets are helping",3 days ago,2023-10-19 20:24:18.501204,financial-markets,"['update', 'powell', 'strong', 'economy', 'may', 'need', 'restraint', 'bond', 'markets', 'helping']",0.6705
Gibson Dunn Ranked in Chambers UK 2024,3 days ago,2023-10-19 20:24:18.499196,financial-markets,"['gibson', 'dunn', 'ranked', 'chambers', 'uk']",0.0
"Analysis: After US IPO stumbles, companies under pressure to offer ...",3 days ago,2023-10-19 20:24:18.498191,financial-markets,"['analysis', 'us', 'ipo', 'stumbles', 'companies', 'pressure', 'offer']",-0.296
Asia's markets start to crack under pressure of stronger US dollar,3 days ago,2023-10-19 20:24:18.498191,financial-markets,"['asias', 'markets', 'start', 'crack', 'pressure', 'stronger', 'us', 'dollar']",0.1027
Most Gulf markets tumble on fears of wider conflict in the region,3 days ago,2023-10-19 20:24:18.497193,financial-markets,"['gulf', 'markets', 'tumble', 'fears', 'wider', 'conflict', 'region']",-0.6249
DTCC Signs Definitive Agreement to Acquire Blockchain-Based ...,3 days ago,2023-10-19 20:24:18.496192,financial-markets,"['dtcc', 'signs', 'definitive', 'agreement', 'acquire', 'blockchainbased']",0.4939
Blackstone warns of looming hit to consumers from surge in bond ...,3 days ago,2023-10-19 20:24:18.494192,financial-markets,"['blackstone', 'warns', 'looming', 'hit', 'consumers', 'surge', 'bond']",-0.2263
From Deceit to Default: Dishonest Borrowers and Their Effect on ...,3 days ago,2023-10-19 20:24:18.494192,financial-markets,"['deceit', 'default', 'dishonest', 'borrowers', 'effect']",-0.7717
"HubSpot to Announce Third Quarter 2023 Financial Results on November 8, 2023",3 days ago,2023-10-19 20:24:18.493189,financial-markets,"['hubspot', 'announce', 'third', 'quarter', 'financial', 'results', 'november']",0.0
ESMA conducts first annual assessment of Data Reporting Service ...,3 days ago,2023-10-19 20:24:18.490193,financial-markets,"['esma', 'conducts', 'first', 'annual', 'assessment', 'data', 'reporting', 'service']",0.0
"UK’s FTSE 250 index hits one-year low; crypto firms Gemini, Genesis and DCG sued – business live",3 days ago,2023-10-19 20:24:18.489198,financial-markets,"['uks', 'ftse', 'index', 'hits', 'oneyear', 'low', 'crypto', 'firms', 'gemini', 'genesis', 'dcg', 'sued', 'business', 'live']",-0.2732
No country in Africa ‘standing still’ in financial market development,3 days ago,2023-10-19 20:24:18.486199,financial-markets,"['country', 'africa', 'standing', 'still', 'financial', 'market', 'development']",0.0
Prepared Remarks of CFPB Director Rohit Chopra on the Proposed ...,3 days ago,2023-10-19 20:24:18.486199,financial-markets,"['prepared', 'remarks', 'cfpb', 'director', 'rohit', 'chopra', 'proposed']",0.2263
Opening remarks by Vice Chair Jefferson at the 18th Central Bank ...,3 days ago,2023-10-19 20:24:18.485197,financial-markets,"['opening', 'remarks', 'vice', 'chair', 'jefferson', 'th', 'central', 'bank']",0.0
TXOne Networks Appoints YC Wu as New Chief Financial Officer,4 days ago,2023-10-18 20:24:18.501204,financial-markets,"['txone', 'networks', 'appoints', 'yc', 'wu', 'new', 'chief', 'financial', 'officer']",0.0
Mapped: The Largest Stock Exchanges in the World,4 days ago,2023-10-18 20:24:18.499196,financial-markets,"['mapped', 'largest', 'stock', 'exchanges', 'world']",0.0
Is Raymond James Financial Inc (RJF) Stock at the Top of the Capital Markets Industry?,4 days ago,2023-10-18 20:24:18.496192,financial-markets,"['raymond', 'james', 'financial', 'inc', 'rjf', 'stock', 'top', 'capital', 'markets', 'industry']",0.2023
Discover Financial misses profit estimates on higher bad loan ...,4 days ago,2023-10-18 20:24:18.494192,financial-markets,"['discover', 'financial', 'misses', 'profit', 'estimates', 'higher', 'bad', 'loan']",-0.3612
Blue Finance: How much debt can the ocean sustain?,4 days ago,2023-10-18 20:24:18.492098,financial-markets,"['blue', 'finance', 'much', 'debt', 'ocean', 'sustain']",-0.3612
Influence,4 days ago,2023-10-18 20:24:18.491190,financial-markets,['influence'],0.0
Nasdaq beats profit estimates on strong demand for investment ...,4 days ago,2023-10-18 20:24:18.491190,financial-markets,"['nasdaq', 'beats', 'profit', 'estimates', 'strong', 'demand', 'investment']",0.6908
How the financial sector can make 'nature markets' work,4 days ago,2023-10-18 20:24:18.485197,financial-markets,"['financial', 'sector', 'make', 'nature', 'markets', 'work']",0.0
Rivian CEO says bond issue does not reflect concerns about EV ...,5 days ago,2023-10-17 20:24:18.500194,financial-markets,"['rivian', 'ceo', 'says', 'bond', 'issue', 'reflect', 'concerns', 'ev']",0.0
UNCTAD urges channelling net-zero finance to support the energy ...,5 days ago,2023-10-17 20:24:18.499196,financial-markets,"['unctad', 'urges', 'channelling', 'netzero', 'finance', 'support', 'energy']",0.5859
Russian gold miner Uzhuralzoloto plans Moscow IPO this year ...,5 days ago,2023-10-17 20:24:18.498191,financial-markets,"['russian', 'gold', 'miner', 'uzhuralzoloto', 'plans', 'moscow', 'ipo', 'year']",0.0
ESMA encourages preparations for a smooth transition to MiCA,5 days ago,2023-10-17 20:24:18.497193,financial-markets,"['esma', 'encourages', 'preparations', 'smooth', 'transition', 'mica']",0.4404
China Risks and Higher Global Rates Hang Over Emerging Markets,5 days ago,2023-10-17 20:24:18.496192,financial-markets,"['china', 'risks', 'higher', 'global', 'rates', 'hang', 'emerging', 'markets']",-0.2732
US bond market is losing its strategic footing,5 days ago,2023-10-17 20:24:18.495192,financial-markets,"['us', 'bond', 'market', 'losing', 'strategic', 'footing']",-0.3818
Morning Bid: China GDP eyed as global cross currents swirl,5 days ago,2023-10-17 20:24:18.492098,financial-markets,"['morning', 'bid', 'china', 'gdp', 'eyed', 'global', 'cross', 'currents', 'swirl']",0.0
More details on US banking failures - World Socialist Web Site,5 days ago,2023-10-17 20:24:18.492098,financial-markets,"['details', 'us', 'banking', 'failures', 'world', 'socialist', 'web', 'site']",-0.4588
Egypt issues Africa's first Sustainable Panda Bond worth 3.5 billion ...,5 days ago,2023-10-17 20:24:18.491190,financial-markets,"['egypt', 'issues', 'africas', 'first', 'sustainable', 'panda', 'bond', 'worth', 'billion']",0.2263
Japan finance minister: No comment on IMF remarks on FX ...,5 days ago,2023-10-17 20:24:18.490193,financial-markets,"['japan', 'finance', 'minister', 'comment', 'imf', 'remarks', 'fx']",0.0
European Commission Launches Consultation on the Sustainable ...,5 days ago,2023-10-17 20:24:18.489198,financial-markets,"['european', 'commission', 'launches', 'consultation', 'sustainable']",0.0
Chatham Financial Expands Capital Markets Capabilities with ...,5 days ago,2023-10-17 20:24:18.489198,financial-markets,"['chatham', 'financial', 'expands', 'capital', 'markets', 'capabilities']",0.1027
Bank of Canada Assesses DeFi's Innovation and Challenges on ...,5 days ago,2023-10-17 20:24:18.487195,financial-markets,"['bank', 'canada', 'assesses', 'defis', 'innovation', 'challenges']",0.4404
"Financial Markets Can Adapt To Geopolitical Events, Says Standard Chartereds Manpreet Gill",5 days ago,2023-10-17 20:24:18.487195,financial-markets,"['financial', 'markets', 'adapt', 'geopolitical', 'events', 'says', 'standard', 'chartereds', 'manpreet', 'gill']",0.0
What Impact Can The Adoption of AI in Financial Markets Have?,5 days ago,2023-10-17 20:24:18.486199,financial-markets,"['impact', 'adoption', 'ai', 'financial', 'markets']",0.0
How to Find a Financial Advisor Internship,6 days ago,2023-10-16 20:24:18.500194,financial-markets,"['find', 'financial', 'advisor', 'internship']",0.0
African Development Bank to issue first hybrid capital bond by year-end - CFO,6 days ago,2023-10-16 20:24:18.500194,financial-markets,"['african', 'development', 'bank', 'issue', 'first', 'hybrid', 'capital', 'bond', 'yearend', 'cfo']",0.0
"Stock Market & Crypto Currency Update – October 16th, 2023",6 days ago,2023-10-16 20:24:18.499196,financial-markets,"['stock', 'market', 'crypto', 'currency', 'update', 'october', 'th']",0.0
News updates from October 16: Judge imposes partial gag order on ...,6 days ago,2023-10-16 20:24:18.499196,financial-markets,"['news', 'updates', 'october', 'judge', 'imposes', 'partial', 'gag', 'order']",-0.4215
UPDATE – OTC Markets Group Welcomes Grupo Bimbo S.A.B. de C.V. to OTCQX,6 days ago,2023-10-16 20:24:18.498191,financial-markets,"['update', 'otc', 'markets', 'group', 'welcomes', 'grupo', 'bimbo', 'sab', 'de', 'cv', 'otcqx']",0.4019
Best’s Market Segment Report: AM Best Maintains Stable Outlook on Japan’s Life Insurance Market,6 days ago,2023-10-16 20:24:18.498191,financial-markets,"['bests', 'market', 'segment', 'report', 'best', 'maintains', 'stable', 'outlook', 'japans', 'life', 'insurance', 'market']",0.7506
Liquidity Soft Solutions and How Financial Markets Offer Liquidity,6 days ago,2023-10-16 20:24:18.495192,financial-markets,"['liquidity', 'soft', 'solutions', 'financial', 'markets', 'offer', 'liquidity']",0.1779
A Week In Review: Global Financial Markets Rocked By Inflation And Interest Rate Concerns,6 days ago,2023-10-16 20:24:18.495192,financial-markets,"['week', 'review', 'global', 'financial', 'markets', 'rocked', 'inflation', 'interest', 'rate', 'concerns']",0.4588
Navigating the storm: How the US stock market responds during ...,6 days ago,2023-10-16 20:24:18.494192,financial-markets,"['navigating', 'storm', 'us', 'stock', 'market', 'responds']",0.0
New US Speaker could upset markets,6 days ago,2023-10-16 20:24:18.493189,financial-markets,"['new', 'us', 'speaker', 'could', 'upset', 'markets']",-0.3818
Polish markets soar as polls point to Tusk victory,6 days ago,2023-10-16 20:24:18.493189,financial-markets,"['polish', 'markets', 'soar', 'polls', 'point', 'tusk', 'victory']",0.0
"EU finance ministers to debate debt and investment rules, no deal imminent",6 days ago,2023-10-16 20:24:18.493189,financial-markets,"['eu', 'finance', 'ministers', 'debate', 'debt', 'investment', 'rules', 'deal', 'imminent']",-0.3612
Calm before the storm: The overlooked predictive power of asset ...,6 days ago,2023-10-16 20:24:18.493189,financial-markets,"['calm', 'storm', 'overlooked', 'predictive', 'power', 'asset']",0.5719
Why global financial markets are walking a tightrope,6 days ago,2023-10-16 20:24:18.492098,financial-markets,"['global', 'financial', 'markets', 'walking', 'tightrope']",0.0
Insight: the legal and regulatory framework governing Islamic ...,6 days ago,2023-10-16 20:24:18.490193,financial-markets,"['insight', 'legal', 'regulatory', 'framework', 'governing', 'islamic']",0.128
Sustainable Resource Nexus: Analyzing the Convergence of Food ...,6 days ago,2023-10-16 20:24:18.490193,financial-markets,"['sustainable', 'resource', 'nexus', 'analyzing', 'convergence', 'food']",0.0
Speech by John Berrigan at the SRB/SSM seminar on the crisis ...,6 days ago,2023-10-16 20:24:18.490193,financial-markets,"['speech', 'john', 'berrigan', 'srbssm', 'seminar', 'crisis']",-0.6249
"Wall St ends sharply higher, Treasury yields gain as earnings, data ...",6 days ago,2023-10-16 20:24:18.489198,financial-markets,"['wall', 'st', 'ends', 'sharply', 'higher', 'treasury', 'yields', 'gain', 'earnings', 'data']",0.6369
Big techs in finance,6 days ago,2023-10-16 20:24:18.489198,financial-markets,"['big', 'techs', 'finance']",0.0
Israel-Hamas Conflict: Portfolio Stress Testing and Potential Implications for Financial Markets,6 days ago,2023-10-16 20:24:18.489198,financial-markets,"['israelhamas', 'conflict', 'portfolio', 'stress', 'testing', 'potential', 'implications', 'financial', 'markets']",-0.6249
Remarks by Paschal Donohoe following the Eurogroup meeting of ...,6 days ago,2023-10-16 20:24:18.488192,financial-markets,"['remarks', 'paschal', 'donohoe', 'following', 'eurogroup', 'meeting']",0.0
New Look at Global Banks Highlights Risks From Higher-for-Longer ...,6 days ago,2023-10-16 20:24:18.487195,financial-markets,"['new', 'look', 'global', 'banks', 'highlights', 'risks', 'higherforlonger']",-0.2732
US oil and gas finds warmer welcome in capital markets,6 days ago,2023-10-16 20:24:18.486199,financial-markets,"['us', 'oil', 'gas', 'finds', 'warmer', 'welcome', 'capital', 'markets']",0.6369
"As global debt worries mount, is another crisis brewing?",6 days ago,2023-10-16 20:24:18.486199,financial-markets,"['global', 'debt', 'worries', 'mount', 'another', 'crisis', 'brewing']",-0.8555
Financial Markets Wall Street Birkenstock IPO | Nation/World ...,7 days ago,2023-10-15 20:24:18.500194,financial-markets,"['financial', 'markets', 'wall', 'street', 'birkenstock', 'ipo', 'nationworld']",0.0
Ropes & Gray Advises Sculptor in Acquisition by Rithm Capital ...,7 days ago,2023-10-15 20:24:18.497193,financial-markets,"['ropes', 'gray', 'advises', 'sculptor', 'acquisition', 'rithm', 'capital']",0.0
"Stock market next week: Israel-Hamas conflict, Q2 corporate results, crude price, macro data in focus",7 days ago,2023-10-15 20:24:18.494192,financial-markets,"['stock', 'market', 'next', 'week', 'israelhamas', 'conflict', 'q', 'corporate', 'results', 'crude', 'price', 'macro', 'data', 'focus']",-0.7184
Global markets watch for fallout as Middle East tensions rise,7 days ago,2023-10-15 20:24:18.488192,financial-markets,"['global', 'markets', 'watch', 'fallout', 'middle', 'east', 'tensions', 'rise']",-0.4019
Weekly column: Financial markets react to global crisis and celestial rhythms,7 days ago,2023-10-15 20:24:18.485197,financial-markets,"['weekly', 'column', 'financial', 'markets', 'react', 'global', 'crisis', 'celestial', 'rhythms']",-0.6249
Australia central bank sees possible cost savings in tokenisation,7 days ago,2023-10-15 20:24:18.485197,financial-markets,"['australia', 'central', 'bank', 'sees', 'possible', 'cost', 'savings', 'tokenisation']",0.0
Geopolitical volatility returns to the financial markets,7 days ago,2023-10-15 20:24:18.484189,financial-markets,"['geopolitical', 'volatility', 'returns', 'financial', 'markets']",0.0
Financial markets in contradictory response to new FX policy,8 days ago,2023-10-14 20:24:18.496192,financial-markets,"['financial', 'markets', 'contradictory', 'response', 'new', 'fx', 'policy']",-0.34
Middle East Unrest Shakes Financial Markets; Safe Havens Gain Ground,8 days ago,2023-10-14 20:24:18.492098,financial-markets,"['middle', 'east', 'unrest', 'shakes', 'financial', 'markets', 'safe', 'havens', 'gain', 'ground']",0.743
Gary Gensler urges regulators to tame AI risks to financial stability,8 days ago,2023-10-14 20:24:18.488192,financial-markets,"['gary', 'gensler', 'urges', 'regulators', 'tame', 'ai', 'risks', 'financial', 'stability']",-0.2732
Northland Capital Markets Upgrades Solaredge Technologies (SEDG),9 days ago,2023-10-13 20:24:18.498191,financial-markets,"['northland', 'capital', 'markets', 'upgrades', 'solaredge', 'technologies', 'sedg']",0.0
Rising yields in bond market drag stocks lower,9 days ago,2023-10-13 20:24:18.497193,financial-markets,"['rising', 'yields', 'bond', 'market', 'drag', 'stocks', 'lower']",-0.4767
Anavio Equity Capital Markets Master Fund Limited Announces Acquisition of Securities of Canadian Overseas Petroleum Limited,9 days ago,2023-10-13 20:24:18.497193,financial-markets,"['anavio', 'equity', 'capital', 'markets', 'master', 'fund', 'limited', 'announces', 'acquisition', 'securities', 'canadian', 'overseas', 'petroleum', 'limited']",-0.1531
"St James’s Place (LON: STJ) drops 14% as fees, charges come under regulatory pressure",9 days ago,2023-10-13 20:24:18.496192,financial-markets,"['st', 'jamess', 'place', 'lon', 'stj', 'drops', 'fees', 'charges', 'come', 'regulatory', 'pressure']",-0.5106
SEC's Securities Lending and Short Sale Rules Shed Light on ...,9 days ago,2023-10-13 20:24:18.496192,financial-markets,"['secs', 'securities', 'lending', 'short', 'sale', 'rules', 'shed', 'light']",0.296
Shining a Light on Securities Lending,9 days ago,2023-10-13 20:24:18.495192,financial-markets,"['shining', 'light', 'securities', 'lending']",0.296
Blind trusts can help prevent conflicts of interest — here's how to tell if they're right for you,9 days ago,2023-10-13 20:24:18.495192,financial-markets,"['blind', 'trusts', 'help', 'prevent', 'conflicts', 'interest', 'heres', 'tell', 'theyre', 'right']",0.5574
Derayah and Al Ramz Forge Strategic Partnership to Bolster Market Making in Saudi Arabia,9 days ago,2023-10-13 20:24:18.491190,financial-markets,"['derayah', 'al', 'ramz', 'forge', 'strategic', 'partnership', 'bolster', 'market', 'making', 'saudi', 'arabia']",0.0
Crisis In The Middle East: Assessing Potential Market Impacts,9 days ago,2023-10-13 20:24:18.490193,financial-markets,"['crisis', 'middle', 'east', 'assessing', 'potential', 'market', 'impacts']",-0.6249
Financial Industry Groups Oppose SEC's AI Conflicts Proposal,9 days ago,2023-10-13 20:24:18.488192,financial-markets,"['financial', 'industry', 'groups', 'oppose', 'secs', 'ai', 'conflicts', 'proposal']",-0.3818
London Broker Shuttered Over Regulator's Financial Crime Risks,9 days ago,2023-10-13 20:24:18.488192,financial-markets,"['london', 'broker', 'shuttered', 'regulators', 'financial', 'crime', 'risks']",-0.6808
African Markets Boost Financial Resilience,9 days ago,2023-10-13 20:24:18.487195,financial-markets,"['african', 'markets', 'boost', 'financial', 'resilience']",0.4019
"G7 ""unequivocally"" condemns Hamas attack on Israel as markets wary",9 days ago,2023-10-13 20:24:18.487195,financial-markets,"['g', 'unequivocally', 'condemns', 'hamas', 'attack', 'israel', 'markets', 'wary']",-0.7506
Global market reaction to a week of war in Israel,9 days ago,2023-10-13 20:24:18.486199,financial-markets,"['global', 'market', 'reaction', 'week', 'war', 'israel']",-0.5994
Is urbanisation in Bangladesh doomed?,23 hours ago,2023-10-21 21:24:15.971623,infrastructure-vulnerabilities,"['urbanisation', 'bangladesh', 'doomed']",-0.6369
Unveiling the Top 10 Blockchain Threats & DLT Weaknesses,2 days ago,2023-10-20 20:24:15.976623,infrastructure-vulnerabilities,"['unveiling', 'top', 'blockchain', 'threats', 'dlt', 'weaknesses']",-0.5423
10 Cybersecurity Jobs to Watch Out For in 2024,2 days ago,2023-10-20 20:24:15.975623,infrastructure-vulnerabilities,"['cybersecurity', 'jobs', 'watch']",0.0
Beyond the Apple Zero-Days: A deep dive into cyber threat dynamics,2 days ago,2023-10-20 20:24:15.972624,infrastructure-vulnerabilities,"['beyond', 'apple', 'zerodays', 'deep', 'dive', 'cyber', 'threat', 'dynamics']",-0.3182
Unraveling The Top10 Blockchain Attacks And DLT Vulnerabilities,2 days ago,2023-10-20 20:24:15.972624,infrastructure-vulnerabilities,"['unraveling', 'top', 'blockchain', 'attacks', 'dlt', 'vulnerabilities']",-0.4019
Role of decentralization in ensuring security,2 days ago,2023-10-20 20:24:15.971623,infrastructure-vulnerabilities,"['role', 'decentralization', 'ensuring', 'security']",0.5423
"Ragnar Locker Ransomware Shutdown, Infrastructure Seized ...",2 days ago,2023-10-20 20:24:15.968623,infrastructure-vulnerabilities,"['ragnar', 'locker', 'ransomware', 'shutdown', 'infrastructure', 'seized']",0.0
Streamlining Application Delivery for Critical Infrastructure,2 days ago,2023-10-20 20:24:15.968623,infrastructure-vulnerabilities,"['streamlining', 'application', 'delivery', 'critical', 'infrastructure']",-0.3182
The Rise of Cybersecurity Attacks: What You Need to Know and ...,2 days ago,2023-10-20 20:24:15.967622,infrastructure-vulnerabilities,"['rise', 'cybersecurity', 'attacks', 'need', 'know']",-0.4404
Critical flaw in JetBrains TeamCity exploited weeks after patch issued,2 days ago,2023-10-20 20:24:15.965621,infrastructure-vulnerabilities,"['critical', 'flaw', 'jetbrains', 'teamcity', 'exploited', 'weeks', 'patch', 'issued']",-0.6486
What Is Hybrid Cloud Security? How it Works & Best Practices,2 days ago,2023-10-20 20:24:15.964623,infrastructure-vulnerabilities,"['hybrid', 'cloud', 'security', 'works', 'best', 'practices']",0.765
6 Best Network Vulnerability Scanning Tools for Security Teams in ...,2 days ago,2023-10-20 20:24:15.961042,infrastructure-vulnerabilities,"['best', 'network', 'vulnerability', 'scanning', 'tools', 'security', 'teams']",0.6908
The TSA is found to have some serious cybersecurity deficiencies,3 days ago,2023-10-19 20:24:15.976711,infrastructure-vulnerabilities,"['tsa', 'found', 'serious', 'cybersecurity', 'deficiencies']",-0.0772
Data Cabling: Key Factors to Consider When Hiring a Company,3 days ago,2023-10-19 20:24:15.975623,infrastructure-vulnerabilities,"['data', 'cabling', 'key', 'factors', 'consider', 'hiring', 'company']",0.0
Microsoft Security Copilot Early Access Program is now available,3 days ago,2023-10-19 20:24:15.974625,infrastructure-vulnerabilities,"['microsoft', 'security', 'copilot', 'early', 'access', 'program', 'available']",0.34
Endpoint security in the cloud: What you need to know,3 days ago,2023-10-19 20:24:15.971623,infrastructure-vulnerabilities,"['endpoint', 'security', 'cloud', 'need', 'know']",0.34
Palo Alto expands cloud security platform,3 days ago,2023-10-19 20:24:15.969621,infrastructure-vulnerabilities,"['palo', 'alto', 'expands', 'cloud', 'security', 'platform']",0.4215
It’s time to bring reason to emotional AI debates,3 days ago,2023-10-19 20:24:15.968623,infrastructure-vulnerabilities,"['time', 'bring', 'reason', 'emotional', 'ai', 'debates']",0.1531
NATO Steps Up Baltic Sea Patrols After Damage to Subsea ...,3 days ago,2023-10-19 20:24:15.968623,infrastructure-vulnerabilities,"['nato', 'steps', 'baltic', 'sea', 'patrols', 'damage', 'subsea']",-0.4939
Understanding the Difference Between Penetration Testing and ...,3 days ago,2023-10-19 20:24:15.961583,infrastructure-vulnerabilities,"['understanding', 'difference', 'penetration', 'testing']",0.0
Cisco IOS XE Zero-Day: Network Supply Chain Vulnerabilities Underscore Lack of Threat Detection,3 days ago,2023-10-19 20:24:15.961583,infrastructure-vulnerabilities,"['cisco', 'ios', 'xe', 'zeroday', 'network', 'supply', 'chain', 'vulnerabilities', 'underscore', 'lack', 'threat', 'detection']",-0.743
"Carollo launches technical practices for resilience, water management",3 days ago,2023-10-19 20:24:15.961042,infrastructure-vulnerabilities,"['carollo', 'launches', 'technical', 'practices', 'resilience', 'water', 'management']",0.0
The risks of phishing and improving cybersecurity,4 days ago,2023-10-18 20:24:15.976711,infrastructure-vulnerabilities,"['risks', 'phishing', 'improving', 'cybersecurity']",0.1779
The economic impact on the UK of a disruption to GNSS - Executive ...,4 days ago,2023-10-18 20:24:15.975623,infrastructure-vulnerabilities,"['economic', 'impact', 'uk', 'disruption', 'gnss', 'executive']",-0.3612
