title,desc,date,datetime,link,img,media,site,log_date
Live updates: What’s happening on Day 11 of the Israel-Hamas war,,22 hours ago,2023-10-17 13:38:24.119941,news.google.com/./articles/CBMiYWh0dHBzOi8vd3d3LnBicy5vcmcvbmV3c2hvdXIvd29ybGQvbGl2ZS11cGRhdGVzLXdoYXRzLWhhcHBlbmluZy1vbi1kYXktMTEtb2YtdGhlLWlzcmFlbC1oYW1hcy13YXLSAWVodHRwczovL3d3dy5wYnMub3JnL25ld3Nob3VyL2FtcC93b3JsZC9saXZlLXVwZGF0ZXMtd2hhdHMtaGFwcGVuaW5nLW9uLWRheS0xMS1vZi10aGUtaXNyYWVsLWhhbWFzLXdhcg?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/evQbdgl9S9__Lw_AVh8bHzH_qSc3q_jmmqqxEvpxv91wFCiJBjLyT994koTvEAoabt7Ze2qT_Q=s0-h14-rp,PBS NewsHour,,2023-10-18 11:38:21.826057
Famous paintings inspired by the horrors of war,,22 hours ago,2023-10-17 13:38:24.117939,news.google.com/./articles/CBMiN2h0dHBzOi8vYmlndGhpbmsuY29tL2hpZ2gtY3VsdHVyZS9mYW1vdXMtcGFpbnRpbmdzLXdhci_SAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/6UjgQrB2ZxlJuz7UVbkNCt_ibYGlOEeKggcBhHfZoUSz9wLnvckUiYQTYPoENhqA3g0lGzPeHw=s0-h14-rp,Big Think,,2023-10-18 11:38:21.826057
"Baylor offering prayers, discussion on Israel/Hamas War",,22 hours ago,2023-10-17 13:38:24.117939,news.google.com/./articles/CBMifmh0dHBzOi8vd3d3LmZveDQ0bmV3cy5jb20vbmV3cy9sb2NhbC1uZXdzL21jbGVubmFuLWNvdW50eS9iYXlsb3ItdW5pdmVyc2l0eS1vZmZlcnMtcHJheWVycy1hbmQtZGlzY3Vzc2lvbi1vbi1pc3JhZWwtaGFtYXMtd2FyL9IBggFodHRwczovL3d3dy5mb3g0NG5ld3MuY29tL25ld3MvbG9jYWwtbmV3cy9tY2xlbm5hbi1jb3VudHkvYmF5bG9yLXVuaXZlcnNpdHktb2ZmZXJzLXByYXllcnMtYW5kLWRpc2N1c3Npb24tb24taXNyYWVsLWhhbWFzLXdhci9hbXAv?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/eOKvFCAEWByPQW1Dw_Tt_8UV3jZbdssU6fIitXTXiquuw0-Gd7cQp2yEfHxy-I2Y6f1zUi7N4b6AOzENB0bFyw6srzoRde5mb7WKRPUftFl9dyXhIhYw_FsyW9DaLLINLzDK1i-upzBTWycmw7LRy1GMaYWB6Ce8cv7WmmCSZvvW3X2vIiU-8nlX6wu0=s0-h14-rp,KWKT - FOX 44,,2023-10-18 11:38:21.826057
Nuclear Weapons During the Cold War: Power and Proliferation,,22 hours ago,2023-10-17 13:38:24.115939,news.google.com/./articles/CBMiPWh0dHBzOi8vd3d3LnRoZWNvbGxlY3Rvci5jb20vbnVjbGVhci13ZWFwb25zLWR1cmluZy1jb2xkLXdhci_SAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/etZEkfFF82XstbQciUJ2L3YawXRIJavA1s1trTPOVPII8pUwXJ3YNZEblYjYrognV6ArGnZzjg=s0-h14-rp,The Collector,,2023-10-18 11:38:21.826057
How the war will affect Israeli politics,,22 hours ago,2023-10-17 13:38:24.112939,news.google.com/./articles/CBMiU2h0dHBzOi8vd3d3LmVjb25vbWlzdC5jb20vZmlsbXMvMjAyMy8xMC8xNy9ob3ctdGhlLXdhci13aWxsLWFmZmVjdC1pc3JhZWxpLXBvbGl0aWNz0gEA?hl=en-US&gl=US&ceid=US%3Aen,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.economist.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",The Economist,,2023-10-18 11:38:21.826057
96-year-old war veteran fights cancer while serving as beloved security guard,,22 hours ago,2023-10-17 13:38:24.111940,news.google.com/./articles/CBMipQFodHRwczovL2thdHYuY29tL25ld3Mvb2ZmYmVhdC85Ni15ZWFyLW9sZC1rb3JlYW4tdmlldG5hbS13YXItdmV0ZXJhbi1maWdodHMtY2FuY2VyLXdoaWxlLXNlcnZpbmctYXMtYmVsb3ZlZC1zZWN1cml0eS1ndWFyZC1jb2x1bWJpYS1zb3V0aC1jYXJvbGluYS1iaWJsZS1wdXJwbGUtaGVhcnTSAakBaHR0cHM6Ly9rYXR2LmNvbS9hbXAvbmV3cy9vZmZiZWF0Lzk2LXllYXItb2xkLWtvcmVhbi12aWV0bmFtLXdhci12ZXRlcmFuLWZpZ2h0cy1jYW5jZXItd2hpbGUtc2VydmluZy1hcy1iZWxvdmVkLXNlY3VyaXR5LWd1YXJkLWNvbHVtYmlhLXNvdXRoLWNhcm9saW5hLWJpYmxlLXB1cnBsZS1oZWFydA?hl=en-US&gl=US&ceid=US%3Aen,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://katv.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",KATV,,2023-10-18 11:38:21.826057
Reflections on Hope During Unprecedented Violence in the Israel ...,,22 hours ago,2023-10-17 13:38:24.109940,news.google.com/./articles/CBMidGh0dHBzOi8vd3d3Lm1pc3Npc3NpcHBpZnJlZXByZXNzLm9yZy8zNjcyMy9yZWZsZWN0aW9ucy1vbi1ob3BlLWR1cmluZy11bnByZWNlZGVudGVkLXZpb2xlbmNlLWluLXRoZS1pc3JhZWwtaGFtYXMtd2Fy0gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/-eKq4o_-K_EiIhS4EucX-W1dGjB3ti5VTy-WdCDQ8yIzdB4H1LDfe-W-EaUS2KiBtLmVGrTaWzk=s0-h14-rp,Mississippi Free Press,,2023-10-18 11:38:21.826057
Ford carrier strike group deployment extended amid Israel-Hamas war,,23 hours ago,2023-10-17 12:38:24.126939,news.google.com/./articles/CBMieGh0dHBzOi8vd3d3Lm5hdnl0aW1lcy5jb20vbmV3cy95b3VyLW5hdnkvMjAyMy8xMC8xNy9mb3JkLWNhcnJpZXItc3RyaWtlLWdyb3VwLWRlcGxveW1lbnQtZXh0ZW5kZWQtYW1pZC1pc3JhZWwtaGFtYXMtd2FyL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.navytimes.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",NavyTimes.com,,2023-10-18 11:38:21.826057
Israeli official sees U.S. 'involvement' if Gaza war spreads,,23 hours ago,2023-10-17 12:38:24.122940,news.google.com/./articles/CBMibmh0dHBzOi8vd3d3LnJldXRlcnMuY29tL3dvcmxkL21pZGRsZS1lYXN0L2lzcmFlbGktb2ZmaWNpYWwtc2Vlcy11cy1pbnZvbHZlbWVudC1pZi1nYXphLXdhci1zcHJlYWRzLTIwMjMtMTAtMTcv0gEA?hl=en-US&gl=US&ceid=US%3Aen,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.reuters.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Reuters,,2023-10-18 11:38:21.826057
The US Just Escalated Its AI Chip War With China,,23 hours ago,2023-10-17 12:38:24.121940,news.google.com/./articles/CBMiTWh0dHBzOi8vd3d3LndpcmVkLmNvbS9zdG9yeS90aGUtdXMtanVzdC1lc2NhbGF0ZWQtaXRzLWFpLWNoaXAtd2FyLXdpdGgtY2hpbmEv0gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/glGHGpbYzksKAWY0zPxk7YYJrqE5FF5dALI27SaNZaeqEoUhgEUH4vo_DX00DRdkEjcVJCQkmNA=s0-h14-rp,WIRED,,2023-10-18 11:38:21.826057
World War II Veteran Taylor Howard Celebrates 105th Birthday,,23 hours ago,2023-10-17 12:38:24.114941,news.google.com/./articles/CBMiUmh0dHBzOi8vc2R2b2ljZS5pbmZvL3dvcmxkLXdhci1paS12ZXRlcmFuLXRheWxvci1ob3dhcmQtY2VsZWJyYXRlcy0xMDV0aC1iaXJ0aGRheS_SAQA?hl=en-US&gl=US&ceid=US%3Aen,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://sdvoice.info&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",San Diego Voice and Viewpoint,,2023-10-18 11:38:21.826057
Israeli war hits home in Valley | Daily Independent,,23 hours ago,2023-10-17 12:38:24.112939,news.google.com/./articles/CBMiRWh0dHBzOi8veW91cnZhbGxleS5uZXQvc3Rvcmllcy9pc3JhZWxpLXdhci1oaXRzLWhvbWUtaW4tdmFsbGV5LDQ1NDY0ONIBAA?hl=en-US&gl=US&ceid=US%3Aen,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://yourvalley.net&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Daily Independent,,2023-10-18 11:38:21.826057
Clashes at Lebanon-Israel border raise fears of wider war,,23 hours ago,2023-10-17 12:38:24.105939,news.google.com/./articles/CBMiYWh0dHBzOi8vd3d3LmNubi5jb20vMjAyMy8xMC8xNi9taWRkbGVlYXN0L2xlYmFub24taXNyYWVsLWhlemJvbGxhaC1ib3JkZXItY2xhc2hlcy1pbnRsL2luZGV4Lmh0bWzSAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/8zdvTbISHUn-4iHkauW-_yQSGPD9BMrx9EWfqTIhiVm2YMYqhHC1HJWNDQoSOkMk0MRPYKxjIg=s0-h14-rp,CNN,,2023-10-18 11:38:21.826057
"Lebanon Braces for Possibility of Costly, Complicated War",,23 hours ago,2023-10-17 12:38:24.105939,news.google.com/./articles/CBMiX2h0dHBzOi8vd3d3LnZvYW5ld3MuY29tL2EvbGViYW5vbi1icmFjZXMtZm9yLXBvc3NpYmlsaXR5LW9mLWNvc3RseS1jb21wbGljYXRlZC13YXIvNzMxNDQ2Ny5odG1s0gFhaHR0cHM6Ly93d3cudm9hbmV3cy5jb20vYW1wL2xlYmFub24tYnJhY2VzLWZvci1wb3NzaWJpbGl0eS1vZi1jb3N0bHktY29tcGxpY2F0ZWQtd2FyLzczMTQ0NjcuaHRtbA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/j-l1APd3QQ-0Mwq0igDckh1yBMcexx5zY8fCe7JtcrU3pugJsd2zCfDLEkwsGByS8W25hYRi1g2-POLUUrAdhUaKKr5EGrpuYCr-RXqdJPRaaup1cl_WZALIA7JwM28HX4Og6YhiabLJGBmRld13ZkC2xZbGGCObLhWqV9kuO1WJISRMt_p0Nb7aO1cy=s0-h14-rp,Voice of America - VOA News,,2023-10-18 11:38:21.826057
