title,desc,date,datetime,link,img,media,site,log_date
Ver online LN+: así se pueden seguir en vivo las Elecciones Argentina 2023,,1 hour ago,2023-10-22 11:44:33.570923,news.google.com/./articles/CBMiemh0dHBzOi8vd3d3LmxhbmFjaW9uLmNvbS5hci9wb2xpdGljYS92ZXItb25saW5lLWxuLWFzaS1zZS1wdWVkZW4tc2VndWlyLWVuLXZpdm8tbGFzLWVsZWNjaW9uZXMtYXJnZW50aW5hLTIwMjMtbmlkMjIxMDIwMjMv0gGJAWh0dHBzOi8vd3d3LmxhbmFjaW9uLmNvbS5hci9wb2xpdGljYS92ZXItb25saW5lLWxuLWFzaS1zZS1wdWVkZW4tc2VndWlyLWVuLXZpdm8tbGFzLWVsZWNjaW9uZXMtYXJnZW50aW5hLTIwMjMtbmlkMjIxMDIwMjMvP291dHB1dFR5cGU9YW1w?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/JlRiVClPQAm6hMxz2DlUWYjYlYXzG9s9bQnor-pVQ7jbizhwo8FwmsUopYH9Dz7uLkEO2WqaBg=s0-h14-rp,LA NACION,,1697989470.196504
"Elecciones en Argentina 2023, en vivo: votaciones y noticias de Massa, Milei, Bullrich y más",,1 hour ago,2023-10-22 11:44:33.569924,news.google.com/./articles/CBMiggFodHRwczovL2NubmVzcGFub2wuY25uLmNvbS8yMDIzLzEwLzIyL2VsZWNjaW9uZXMtYXJnZW50aW5hLTIwMjMtcmVzdWx0YWRvcy1tYXNzYS1taWxlaS1idWxscmljaC11bHRpbWFzLW5vdGljaWFzLWVuLXZpdm8tb3JpeC1hcmcv0gGGAWh0dHBzOi8vY25uZXNwYW5vbC5jbm4uY29tLzIwMjMvMTAvMjIvZWxlY2Npb25lcy1hcmdlbnRpbmEtMjAyMy1yZXN1bHRhZG9zLW1hc3NhLW1pbGVpLWJ1bGxyaWNoLXVsdGltYXMtbm90aWNpYXMtZW4tdml2by1vcml4LWFyZy9hbXAv?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/4P3DO89oA6GEGRAUTTRLhv952lTb7AaQrqjb3Zu2GO3BNbYOhpTN8Qnpw0rtniu3akyqnTDGrg=s0-h14-rp,CNN en Español,,1697989470.196504
En directo: Ya comenzó la votación en Argentina para la primera ...,,2 hours ago,2023-10-22 10:44:33.585169,news.google.com/./articles/CBMiqwFodHRwczovL3d3dy5mcmFuY2UyNC5jb20vZXMvYW0lQzMlQTlyaWNhLWxhdGluYS8yMDIzMTAyMi0lRjAlOUYlOTQlQjQtZW4tZGlyZWN0by15YS1jb21lbnolQzMlQjMtbGEtdm90YWNpJUMzJUIzbi1lbi1hcmdlbnRpbmEtcGFyYS1sYS1wcmltZXJhLXZ1ZWx0YS1kZS1sYXMtcHJlc2lkZW5jaWFsZXPSAQA?hl=en-US&gl=US&ceid=US%3Aen,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.france24.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",FRANCE 24 Español,,1697989470.196504
Elecciones Argentina 2023: ¿dónde toca votar a los argentinos en Uruguay?,,2 hours ago,2023-10-22 10:44:33.574947,news.google.com/./articles/CBMiemh0dHBzOi8vd3d3LmVsb2JzZXJ2YWRvci5jb20udXkvbm90YS9lbGVjY2lvbmVzLWFyZ2VudGluYS0yMDIzLWRvbmRlLXRvY2Etdm90YXItYS1sb3MtYXJnZW50aW5vcy1lbi11cnVndWF5LS0yMDIzMTAyMjEwMzEx0gF-aHR0cHM6Ly93d3cuZWxvYnNlcnZhZG9yLmNvbS51eS9ub3RhL2VsZWNjaW9uZXMtYXJnZW50aW5hLTIwMjMtZG9uZGUtdG9jYS12b3Rhci1hLWxvcy1hcmdlbnRpbm9zLWVuLXVydWd1YXktLTIwMjMxMDIyMTAzMTEvYW1w?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/CgjX2kzcHsmG0xuVetv7Il7jomC2ASJXNpzb0Vi-WrOrzbmNBouwwIO_4XalvN5WL6J9jwF1Z_S6D9zsxRQrTpgh54qrlTD19s9f5_7swLgexs5p1KxFF1-bRCTUID6r8jDzP0zDYLMqpDpXWCP9AHVA-3IiDlo8fB1oTLtTxhEznWJfDZjgpl22XLgK=s0-h14-rp,El Observador,,1697989470.196504
Resultados Elecciones 2023: cómo van y a qué hora se dirá quién gana,,2 hours ago,2023-10-22 10:44:33.571954,news.google.com/./articles/CBMidWh0dHBzOi8vd3d3LnR5Y3Nwb3J0cy5jb20vaW50ZXJlcy1nZW5lcmFsL3Jlc3VsdGFkb3MtZWxlY2Npb25lcy0yMDIzLWNvbW8tdmFuLXktYS1xdWUtaG9yYS1zZS1jb25vY2VyYW4taWQ1NDI3NTQuaHRtbNIBeWh0dHBzOi8vd3d3LnR5Y3Nwb3J0cy5jb20vYW1wL2ludGVyZXMtZ2VuZXJhbC9yZXN1bHRhZG9zLWVsZWNjaW9uZXMtMjAyMy1jb21vLXZhbi15LWEtcXVlLWhvcmEtc2UtY29ub2NlcmFuLWlkNTQyNzU0Lmh0bWw?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/krO7O1kyC9DaJs4jDtUO4xNXW0t7hrg-x_sfEKAwX3ctXnVjbk75jBr5Y1P5oIdzDSYK9-m7Zb3sJIiTx3-4sDBT776-f-aGZ7UxEO6yMRpHKXZ5maoMsYTJMgBvDyWaKqM9bipNtHofstHGwH5nvhmuplxdJBhn2RVJUQaPtNcXWoBt794xPWV4tPsS=s0-h14-rp,TyC Sports,,1697989470.196504
Argentina Elige 2023: Jaldo confía en que habrá balotaje,,3 hours ago,2023-10-22 09:44:33.594966,news.google.com/./articles/CBMiJmh0dHBzOi8vY2FuYWwxMHR1Y3VtYW4uY29tLmFyLz9wPTYxNDU50gEA?hl=en-US&gl=US&ceid=US%3Aen,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://canal10tucuman.com.ar&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Canal 10 Tucumán,,1697989470.196504
Elecciones 2023: abrieron las mesas y los rosarinos ya votan para elegir presidente,,3 hours ago,2023-10-22 09:44:33.594726,news.google.com/./articles/CBMiqAFodHRwczovL3d3dy5yb3NhcmlvMy5jb20vaW5mb3JtYWNpb25nZW5lcmFsL0VsZWNjaW9uZXMtMjAyMy1wb3ItbGEtbGx1dmlhLWh1Ym8tZGVtb3Jhcy1lbi1sYS1jb25zdGl0dWNpb24tZGUtbWVzYXMtZGUtdm90YWNpb24tZW4tZXNjdWVsYXMtZGUtUm9zYXJpby0yMDIzMTAyMi0wMDA4Lmh0bWzSAagBaHR0cHM6Ly93d3cucm9zYXJpbzMuY29tL2luZm9ybWFjaW9uZ2VuZXJhbC9FbGVjY2lvbmVzLTIwMjMtcG9yLWxhLWxsdXZpYS1odWJvLWRlbW9yYXMtZW4tbGEtY29uc3RpdHVjaW9uLWRlLW1lc2FzLWRlLXZvdGFjaW9uLWVuLWVzY3VlbGFzLWRlLVJvc2FyaW8tMjAyMzEwMjItMDAwOC5odG1s?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/YYUdKYcsVbHhtk-PUFBGP3ZEehHh8b62x-mjPf8SIb0PWSbtR2P7wGyHKEjCT_cF-ZeUbzUdnQ=s0-h14-rp,Rosario3.com,,1697989470.196504
Elecciones 2023: el voto de los candidatos a senador por Jujuy,,3 hours ago,2023-10-22 09:44:33.593733,news.google.com/./articles/CBMiXGh0dHBzOi8vd3d3LnRvZG9qdWp1eS5jb20vanVqdXkvZWxlY2Npb25lcy0yMDIzLWVsLXZvdG8tbG9zLWNhbmRpZGF0b3Mtc2VuYWRvci1qdWp1eS1uMjQxMzIw0gFgaHR0cHM6Ly93d3cudG9kb2p1anV5LmNvbS9qdWp1eS9lbGVjY2lvbmVzLTIwMjMtZWwtdm90by1sb3MtY2FuZGlkYXRvcy1zZW5hZG9yLWp1anV5LW4yNDEzMjAvYW1w?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/4jHDRUIrZ6oC3bQTkjM0s-l5gI7fKYt0ZxgWPaH3ZMSAl__4iXi9SEaFqu04Kc01zblH33mwth1ZD7ZXNCQeHG6OX8vm6skE7C9nNNU0ONoRIUqRf2fwWeClVMej_86IWg65-Lx2AhyMF-fFayGzHXocwQ-p6Ue01MxVb-2oYJx-SWx0jkhE_gfrQMQN=s0-h14-rp,Todo Jujuy,,1697989470.196504
Buen inicio de las elecciones nacionales en Bariloche,,3 hours ago,2023-10-22 09:44:33.592707,news.google.com/./articles/CBMibmh0dHBzOi8vd3d3LmJhcmlsb2NoZW9waW5hLmNvbS9ub3RpY2lhcy8yMDIzLzEwLzIyLzY5NzAyLWJ1ZW4taW5pY2lvLWRlLWxhcy1lbGVjY2lvbmVzLW5hY2lvbmFsZXMtZW4tYmFyaWxvY2hl0gFyaHR0cHM6Ly93d3cuYmFyaWxvY2hlb3BpbmEuY29tL2FtcC9ub3RpY2lhcy8yMDIzLzEwLzIyLzY5NzAyLWJ1ZW4taW5pY2lvLWRlLWxhcy1lbGVjY2lvbmVzLW5hY2lvbmFsZXMtZW4tYmFyaWxvY2hl?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/zXRe5qpTsqXA_d12yPioXKvMVGRNisbAqchbHFWHk6paCqI7OYPl8xffTocwmr5k9m8TPmGn-Q=s0-h14-rp,Bariloche Opina,,1697989470.196504
Comienza la votación en las elecciones generales en Argentina,,3 hours ago,2023-10-22 09:44:33.592282,news.google.com/./articles/CBMicGh0dHBzOi8vd3d3LnB1YmxpbWV0cm8uY29tLm14L25vdGljaWFzLzIwMjMvMTAvMjIvY29taWVuemEtbGEtdm90YWNpb24tZW4tbGFzLWVsZWNjaW9uZXMtZ2VuZXJhbGVzLWVuLWFyZ2VudGluYS_SAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/5TH228j6I-D-WrHeaiwDgbyhUGklWfMiqB4FP0smKRBOxSY6G7dFWk0gioMFcq-Jq8hPVNjFTQ=s0-h14-rp,Publimetro México,,1697989470.196504
